soil_type,temperature,humidity,rainfall,crop
loamy,19.07,69.16,95.07,Maize
loamy,22.47,61.93,85.86,Maize
alluvial,19.5,57.54,99.06,Maize
alluvial,24.6,57.36,104.99,Maize
alluvial,25.26,60.44,63.19,Maize
loamy,22.47,65.22,62.77,Maize
loamy,21.31,60.1,65.15,Maize
loamy,20.06,65.18,62.2,Maize
loamy,20.2,64.44,79.15,Maize
loamy,19.61,74.21,61.77,Maize
alluvial,20.02,59.97,105.79,Maize
alluvial,20.44,56.56,78.64,Maize
loamy,19.61,71.09,109.07,Maize
alluvial,18.62,64.3,74.12,Maize
alluvial,20.95,66.06,60.4,Maize
loamy,20.62,70.69,96.98,Maize
loamy,22.18,66.83,84.67,Maize
loamy,24.59,65.93,99.8,Maize
loamy,18.06,63.2,71.65,Maize
alluvial,23.72,68.87,60.48,Maize
alluvial,18.01,68.15,102.45,Maize
alluvial,18.94,65.6,71.91,Maize
alluvial,26.65,74.45,67.12,Maize
alluvial,18.84,73.43,104.86,Maize
alluvial,24.31,62.45,108.73,Maize
loamy,23.23,65.11,91.86,Maize
alluvial,18.67,66.36,81.75,Maize
loamy,20.13,60.22,75.75,Maize
alluvial,24.31,69.71,75.9,Maize
alluvial,20.1,73.87,66.81,Maize
loamy,19.4,58.29,83.3,Maize
alluvial,19.09,62.17,98.52,Maize
alluvial,20.77,60.3,66.0,Maize
loamy,25.27,61.08,95.24,Maize
loamy,19.94,72.13,67.42,Maize
loamy,26.72,62.92,62.45,Maize
alluvial,20.34,74.81,61.55,Maize
alluvial,25.69,66.12,87.51,Maize
loamy,22.16,71.08,66.99,Maize
loamy,18.56,70.62,71.11,Maize
loamy,25.41,62.44,91.51,Maize
loamy,23.24,60.18,100.64,Maize
loamy,26.97,58.96,92.3,Maize
loamy,18.83,71.95,100.44,Maize
loamy,18.38,64.22,68.4,Maize
alluvial,25.4,62.9,61.47,Maize
alluvial,19.56,59.29,69.36,Maize
alluvial,22.01,57.97,90.71,Maize
loamy,23.83,64.98,104.14,Maize
alluvial,18.55,60.6,66.86,Maize
loamy,23.78,70.94,72.46,Maize
loamy,26.9,70.64,77.96,Maize
alluvial,21.1,66.31,76.08,Maize
alluvial,19.62,61.38,70.95,Maize
alluvial,18.53,74.83,86.47,Maize
loamy,26.77,57.0,92.84,Maize
alluvial,22.8,70.82,96.85,Maize
loamy,23.18,74.65,79.42,Maize
loamy,19.58,66.85,100.31,Maize
alluvial,26.23,55.56,95.03,Maize
loamy,23.07,58.76,109.4,Maize
alluvial,22.88,58.51,61.9,Maize
loamy,20.09,59.38,86.32,Maize
loamy,20.99,67.28,100.32,Maize
alluvial,24.45,73.38,102.21,Maize
alluvial,18.54,57.95,95.23,Maize
loamy,24.97,71.93,103.03,Maize
loamy,21.36,73.84,79.78,Maize
loamy,21.03,61.45,108.79,Maize
alluvial,25.13,74.21,92.46,Maize
loamy,24.36,66.24,104.48,Maize
alluvial,20.01,66.78,68.77,Maize
alluvial,24.61,60.89,68.89,Maize
loamy,26.54,73.97,79.58,Maize
loamy,19.64,61.36,100.44,Maize
loamy,23.76,57.08,84.81,Maize
alluvial,24.71,59.76,109.12,Maize
loamy,23.73,74.26,101.08,Maize
alluvial,22.02,60.3,72.48,Maize
loamy,21.15,70.74,96.02,Maize
black,28.86,44.65,78.76,Cotton
black,29.93,37.57,61.84,Cotton
black,33.29,45.77,63.12,Cotton
black,26.63,31.47,73.83,Cotton
black,25.2,35.22,44.19,Cotton
black,26.7,37.51,69.28,Cotton
black,28.38,49.71,75.73,Cotton
black,29.31,43.07,64.29,Cotton
black,26.57,32.03,48.22,Cotton
black,29.09,41.08,77.02,Cotton
black,31.61,35.95,43.84,Cotton
black,30.72,46.8,46.14,Cotton
black,25.04,31.75,72.96,Cotton
black,27.0,30.51,46.83,Cotton
black,34.77,39.47,44.62,Cotton
black,29.71,47.9,50.6,Cotton
black,26.85,47.71,54.78,Cotton
black,25.45,38.79,50.54,Cotton
black,30.64,33.02,67.86,Cotton
black,25.86,36.88,61.66,Cotton
black,30.54,46.82,72.74,Cotton
black,34.66,43.74,77.45,Cotton
black,29.76,31.58,76.11,Cotton
black,30.02,48.01,72.02,Cotton
black,26.2,45.14,46.92,Cotton
black,34.72,46.17,45.05,Cotton
black,25.78,43.66,48.08,Cotton
black,33.34,35.16,76.43,Cotton
black,25.87,41.13,62.08,Cotton
black,30.2,48.34,40.49,Cotton
black,26.13,32.99,62.66,Cotton
black,34.25,41.25,44.04,Cotton
black,33.67,47.6,75.12,Cotton
black,28.83,39.71,64.36,Cotton
black,26.72,38.06,64.73,Cotton
black,25.39,47.79,53.26,Cotton
black,25.49,39.5,50.74,Cotton
black,25.2,46.35,52.12,Cotton
black,33.43,47.16,67.39,Cotton
black,26.34,49.48,57.72,Cotton
black,27.69,38.34,65.82,Cotton
black,29.42,48.27,56.29,Cotton
black,32.59,47.34,72.84,Cotton
black,25.66,44.19,56.14,Cotton
black,26.74,47.5,48.03,Cotton
black,27.49,39.13,76.72,Cotton
black,27.74,46.47,60.21,Cotton
black,31.81,34.84,59.55,Cotton
black,26.78,47.41,63.48,Cotton
black,28.44,46.75,50.35,Cotton
black,27.85,37.73,46.52,Cotton
black,33.57,42.95,67.11,Cotton
black,31.52,40.27,74.59,Cotton
black,29.74,32.65,46.93,Cotton
black,27.24,42.17,77.72,Cotton
black,29.24,37.53,53.95,Cotton
black,27.18,36.04,60.83,Cotton
black,30.84,30.15,79.98,Cotton
black,30.61,41.88,51.31,Cotton
black,29.82,36.73,51.06,Cotton
black,33.61,35.22,68.44,Cotton
black,26.88,40.35,49.61,Cotton
black,33.05,46.05,64.0,Cotton
black,31.81,44.43,66.22,Cotton
black,27.59,38.37,55.53,Cotton
black,30.83,49.9,72.64,Cotton
black,32.27,34.45,61.39,Cotton
black,34.07,43.44,60.29,Cotton
black,33.41,47.53,47.25,Cotton
black,29.71,44.82,69.01,Cotton
black,34.47,47.99,66.18,Cotton
black,28.55,44.88,52.28,Cotton
black,28.72,41.71,58.55,Cotton
black,29.71,47.33,63.34,Cotton
black,29.72,33.89,44.79,Cotton
black,30.3,38.26,74.83,Cotton
black,26.37,34.01,56.37,Cotton
black,26.43,47.25,47.21,Cotton
black,29.88,42.62,47.07,Cotton
black,25.05,35.47,70.45,Cotton
black,30.76,33.17,71.41,Cotton
black,26.29,38.67,57.18,Cotton
black,34.65,37.67,41.51,Cotton
black,32.31,49.0,75.68,Cotton
black,25.18,30.08,69.34,Cotton
black,31.94,36.89,45.16,Cotton
black,30.03,36.12,42.61,Cotton
black,27.98,35.82,69.11,Cotton
black,29.34,43.74,45.35,Cotton
black,28.59,33.77,77.92,Cotton
black,25.19,34.49,79.4,Cotton
black,32.34,41.79,46.76,Cotton
black,32.11,45.84,55.01,Cotton
black,32.71,42.46,63.76,Cotton
black,31.62,43.07,40.79,Cotton
black,29.17,37.61,61.89,Cotton
black,32.02,34.11,67.43,Cotton
black,28.01,43.23,66.5,Cotton
black,31.23,44.01,56.75,Cotton
black,30.12,42.35,51.31,Cotton
black,29.98,42.18,71.12,Cotton
black,28.58,38.2,46.41,Cotton
black,34.1,43.76,59.23,Cotton
black,25.03,43.43,76.28,Cotton
black,26.49,31.8,60.47,Cotton
black,34.05,42.89,58.27,Cotton
black,27.64,31.0,72.53,Cotton
black,33.52,37.2,67.07,Cotton
black,32.39,31.9,70.33,Cotton
black,25.1,32.77,65.89,Cotton
black,28.58,38.75,64.87,Cotton
black,28.73,36.85,44.55,Cotton
black,34.62,35.44,55.43,Cotton
black,33.0,42.98,71.88,Cotton
black,26.33,44.53,79.26,Cotton
black,26.04,48.22,59.31,Cotton
black,26.81,37.6,54.34,Cotton
black,33.63,47.6,69.09,Cotton
black,29.83,39.76,75.5,Cotton
black,25.46,35.23,52.57,Cotton
black,34.78,43.4,53.53,Cotton
black,29.33,44.53,59.28,Cotton
black,26.49,46.53,75.68,Cotton
black,25.12,48.69,60.22,Cotton
black,33.52,47.39,42.99,Cotton
black,28.21,36.62,51.13,Cotton
black,30.5,37.57,72.68,Cotton
black,29.59,46.03,57.92,Cotton
black,29.47,32.37,59.89,Cotton
black,26.03,38.25,62.29,Cotton
black,33.26,45.84,78.53,Cotton
black,33.9,41.25,66.18,Cotton
black,34.5,37.27,42.17,Cotton
black,33.44,36.64,70.7,Cotton
black,32.17,37.27,58.1,Cotton
black,32.59,34.43,53.65,Cotton
black,30.48,37.48,44.25,Cotton
black,29.92,46.44,69.7,Cotton
black,26.07,42.22,47.5,Cotton
black,27.16,46.49,47.62,Cotton
black,26.08,38.29,77.07,Cotton
black,32.72,39.01,66.34,Cotton
black,34.64,30.09,69.45,Cotton
black,33.39,39.66,60.33,Cotton
black,31.92,33.47,72.61,Cotton
black,28.87,42.01,75.31,Cotton
black,29.19,42.18,67.7,Cotton
black,27.74,49.27,78.82,Cotton
black,33.05,32.76,64.1,Cotton
black,33.43,40.96,52.56,Cotton
alluvial,26.21,75.6,123.25,Sugarcane
loamy,34.13,63.32,156.83,Sugarcane
alluvial,29.54,77.36,125.79,Sugarcane
alluvial,32.37,74.06,146.62,Sugarcane
loamy,31.42,82.35,142.71,Sugarcane
loamy,32.89,73.07,102.02,Sugarcane
alluvial,24.58,61.42,121.36,Sugarcane
alluvial,34.82,77.08,111.71,Sugarcane
alluvial,31.6,67.38,160.29,Sugarcane
alluvial,27.95,71.31,149.29,Sugarcane
alluvial,32.17,74.03,119.01,Sugarcane
loamy,31.62,61.17,130.53,Sugarcane
loamy,34.52,84.4,125.01,Sugarcane
alluvial,24.14,66.28,149.64,Sugarcane
loamy,33.13,82.79,156.37,Sugarcane
loamy,32.31,73.67,148.27,Sugarcane
alluvial,27.24,64.44,154.61,Sugarcane
alluvial,34.59,78.38,109.55,Sugarcane
alluvial,28.71,73.91,110.41,Sugarcane
loamy,24.06,71.66,175.0,Sugarcane
alluvial,25.69,68.07,104.07,Sugarcane
loamy,29.4,74.32,128.65,Sugarcane
loamy,29.78,83.92,141.65,Sugarcane
alluvial,28.58,73.43,107.36,Sugarcane
alluvial,33.72,76.58,126.49,Sugarcane
loamy,26.4,78.82,142.44,Sugarcane
alluvial,25.26,68.65,119.23,Sugarcane
alluvial,34.55,77.06,125.67,Sugarcane
alluvial,28.24,73.51,122.63,Sugarcane
loamy,29.66,72.72,138.94,Sugarcane
loamy,33.88,64.81,141.11,Sugarcane
alluvial,25.84,83.91,143.04,Sugarcane
alluvial,30.9,65.27,150.36,Sugarcane
alluvial,33.51,70.61,108.31,Sugarcane
loamy,31.11,83.49,159.75,Sugarcane
alluvial,24.26,77.92,103.03,Sugarcane
alluvial,24.6,79.86,144.65,Sugarcane
alluvial,34.02,70.19,136.09,Sugarcane
loamy,28.76,60.42,153.86,Sugarcane
alluvial,31.06,75.46,160.48,Sugarcane
alluvial,31.71,61.81,174.24,Sugarcane
alluvial,27.19,77.15,148.53,Sugarcane
loamy,32.42,70.94,131.61,Sugarcane
alluvial,29.21,73.34,110.91,Sugarcane
loamy,32.76,81.24,123.6,Sugarcane
alluvial,27.28,82.17,177.23,Sugarcane
loamy,34.53,60.28,169.98,Sugarcane
alluvial,25.36,60.13,147.73,Sugarcane
alluvial,27.35,78.71,172.28,Sugarcane
loamy,26.33,82.64,168.12,Sugarcane
alluvial,25.77,65.52,166.78,Sugarcane
alluvial,25.26,76.77,145.38,Sugarcane
alluvial,33.37,83.31,179.55,Sugarcane
loamy,31.09,61.83,153.73,Sugarcane
loamy,25.08,78.14,138.98,Sugarcane
loamy,27.93,76.78,118.76,Sugarcane
loamy,30.81,82.5,125.42,Sugarcane
loamy,27.61,76.49,155.48,Sugarcane
alluvial,30.22,69.11,125.31,Sugarcane
loamy,25.86,67.83,162.85,Sugarcane
loamy,27.04,68.99,154.37,Sugarcane
loamy,33.66,71.57,128.7,Sugarcane
loamy,29.36,62.72,151.64,Sugarcane
alluvial,33.26,81.47,111.2,Sugarcane
alluvial,26.9,82.16,106.12,Sugarcane
alluvial,33.81,81.24,150.53,Sugarcane
loamy,32.46,65.32,102.93,Sugarcane
loamy,29.98,84.97,137.77,Sugarcane
alluvial,28.02,65.58,161.77,Sugarcane
loamy,25.47,72.53,107.24,Sugarcane
loamy,29.52,76.57,167.84,Sugarcane
alluvial,32.33,63.51,112.74,Sugarcane
alluvial,32.1,72.09,128.7,Sugarcane
alluvial,32.38,65.79,121.15,Sugarcane
alluvial,24.47,65.17,172.62,Sugarcane
loamy,28.27,82.95,170.52,Sugarcane
alluvial,34.79,68.1,156.3,Sugarcane
loamy,33.18,66.58,143.55,Sugarcane
alluvial,28.14,69.46,147.01,Sugarcane
alluvial,29.68,69.41,172.58,Sugarcane
loamy,27.88,81.69,138.95,Sugarcane
loamy,33.76,60.16,170.56,Sugarcane
loamy,25.82,61.93,151.48,Sugarcane
alluvial,25.65,63.93,148.16,Sugarcane
alluvial,31.27,70.37,126.42,Sugarcane
alluvial,29.3,71.97,116.86,Sugarcane
alluvial,31.12,70.27,119.49,Sugarcane
alluvial,30.31,64.03,150.36,Sugarcane
alluvial,33.8,63.67,113.31,Sugarcane
alluvial,29.68,70.14,177.54,Sugarcane
alluvial,33.66,78.2,165.7,Sugarcane
alluvial,26.38,75.16,137.71,Sugarcane
loamy,25.88,80.76,148.07,Sugarcane
alluvial,30.86,72.77,113.42,Sugarcane
loamy,34.15,74.91,105.51,Sugarcane
loamy,28.24,62.71,116.19,Sugarcane
loamy,33.09,75.14,114.19,Sugarcane
alluvial,33.66,73.29,160.19,Sugarcane
alluvial,29.3,63.26,148.28,Sugarcane
alluvial,33.87,79.37,151.94,Sugarcane
loamy,28.07,61.09,142.39,Sugarcane
alluvial,34.32,72.05,161.49,Sugarcane
loamy,30.48,78.53,160.92,Sugarcane
alluvial,28.68,66.36,161.27,Sugarcane
alluvial,27.12,81.92,132.69,Sugarcane
alluvial,24.06,78.59,100.57,Sugarcane
alluvial,29.72,69.38,116.43,Sugarcane
loamy,28.5,62.66,134.09,Sugarcane
loamy,26.87,73.4,145.17,Sugarcane
loamy,34.91,69.94,116.3,Sugarcane
loamy,25.97,73.98,138.7,Sugarcane
loamy,30.35,79.35,131.85,Sugarcane
alluvial,33.4,76.48,159.83,Sugarcane
loamy,32.61,83.73,108.02,Sugarcane
loamy,32.65,80.02,149.12,Sugarcane
alluvial,25.77,84.11,100.42,Sugarcane
alluvial,33.06,71.79,148.02,Sugarcane
alluvial,24.7,65.54,106.4,Sugarcane
alluvial,31.97,83.27,132.05,Sugarcane
loamy,31.83,74.94,175.66,Sugarcane
alluvial,31.04,70.97,116.14,Sugarcane
loamy,26.14,79.6,140.84,Sugarcane
alluvial,30.77,76.85,128.78,Sugarcane
alluvial,34.73,62.17,122.07,Sugarcane
loamy,27.88,69.88,146.89,Sugarcane
alluvial,32.11,61.72,107.21,Sugarcane
loamy,31.99,73.98,146.63,Sugarcane
loamy,34.6,66.91,148.51,Sugarcane
alluvial,29.0,70.1,100.37,Sugarcane
alluvial,28.48,62.66,105.79,Sugarcane
loamy,27.74,62.93,141.06,Sugarcane
loamy,33.64,80.33,145.99,Sugarcane
loamy,34.63,74.08,161.6,Sugarcane
loamy,34.57,71.47,136.86,Sugarcane
alluvial,29.3,66.45,130.61,Sugarcane
alluvial,31.45,65.75,125.26,Sugarcane
loamy,29.68,60.24,166.57,Sugarcane
alluvial,27.16,69.97,159.9,Sugarcane
loamy,24.84,83.28,138.12,Sugarcane
loamy,26.4,74.34,114.62,Sugarcane
alluvial,29.49,64.99,158.83,Sugarcane
loamy,26.27,65.07,119.98,Sugarcane
loamy,25.72,62.67,173.62,Sugarcane
loamy,30.75,79.11,143.32,Sugarcane
alluvial,33.33,69.28,125.23,Sugarcane
loamy,29.4,84.61,173.28,Sugarcane
loamy,28.38,78.75,110.26,Sugarcane
loamy,29.26,73.52,140.2,Sugarcane
loamy,33.46,79.4,136.58,Sugarcane
alluvial,31.68,71.5,155.14,Sugarcane
loamy,18.74,37.59,33.02,Barley
loamy,18.13,35.19,46.46,Barley
loamy,14.69,49.17,40.29,Barley
loamy,16.99,34.21,51.02,Barley
loamy,15.65,38.01,43.52,Barley
loamy,21.79,43.72,54.43,Barley
loamy,20.04,41.11,55.69,Barley
loamy,13.46,49.18,34.49,Barley
loamy,13.77,39.99,59.87,Barley
loamy,19.85,36.0,46.86,Barley
loamy,15.98,43.81,31.8,Barley
loamy,16.77,42.6,43.5,Barley
loamy,14.6,37.21,46.72,Barley
loamy,15.44,38.24,40.53,Barley
loamy,17.77,43.0,46.15,Barley
loamy,15.55,43.46,44.62,Barley
loamy,20.9,37.62,38.6,Barley
loamy,20.68,42.81,57.86,Barley
loamy,18.31,41.43,55.47,Barley
loamy,12.79,36.87,39.4,Barley
loamy,19.1,42.11,41.86,Barley
loamy,19.81,48.78,52.44,Barley
loamy,16.14,33.68,30.69,Barley
loamy,18.62,48.81,51.02,Barley
loamy,14.11,37.94,32.87,Barley
loamy,17.48,30.53,41.91,Barley
loamy,13.04,42.36,32.53,Barley
loamy,15.09,34.95,38.53,Barley
loamy,13.31,46.77,30.86,Barley
loamy,20.6,36.5,44.28,Barley
loamy,17.49,32.7,58.45,Barley
loamy,17.91,39.13,52.47,Barley
loamy,17.23,42.79,39.29,Barley
loamy,16.82,34.54,32.69,Barley
loamy,15.66,35.2,39.11,Barley
loamy,17.23,45.17,34.09,Barley
loamy,16.69,30.17,57.66,Barley
loamy,15.0,45.32,53.94,Barley
loamy,19.97,40.96,35.66,Barley
loamy,15.95,33.27,52.11,Barley
loamy,20.28,34.41,32.38,Barley
loamy,17.17,46.0,48.4,Barley
loamy,14.85,44.86,54.26,Barley
loamy,13.88,31.37,34.1,Barley
loamy,18.37,42.35,38.16,Barley
loamy,13.88,30.39,31.49,Barley
loamy,13.86,32.05,38.08,Barley
loamy,19.27,34.66,34.52,Barley
loamy,14.17,38.4,53.57,Barley
loamy,21.98,39.27,53.74,Barley
loamy,12.8,45.01,34.38,Barley
loamy,19.76,31.43,44.1,Barley
loamy,20.96,35.0,41.45,Barley
loamy,13.22,45.36,37.47,Barley
loamy,14.47,49.89,35.98,Barley
loamy,17.21,49.64,44.18,Barley
loamy,21.36,33.17,51.85,Barley
loamy,14.53,42.77,35.96,Barley
loamy,20.64,34.36,33.39,Barley
loamy,15.25,33.35,38.28,Barley
loamy,15.96,34.86,59.07,Barley
loamy,18.88,33.1,53.12,Barley
loamy,13.58,31.83,48.56,Barley
loamy,12.6,42.89,51.04,Barley
loamy,13.26,34.65,59.45,Barley
loamy,20.06,38.77,35.79,Barley
loamy,15.58,32.69,56.96,Barley
loamy,19.07,41.18,46.28,Barley
loamy,13.9,33.73,40.43,Barley
loamy,14.75,46.63,57.43,Barley
loamy,12.69,33.1,38.87,Barley
loamy,17.42,39.08,53.28,Barley
loamy,19.34,47.66,48.59,Barley
loamy,19.76,34.78,51.63,Barley
loamy,13.9,43.66,52.97,Barley
loamy,18.13,36.45,49.23,Barley
loamy,12.96,43.18,31.31,Barley
loamy,13.79,30.63,33.21,Barley
loamy,12.99,41.42,55.09,Barley
loamy,17.26,44.03,37.68,Barley
loamy,14.21,44.36,30.39,Barley
loamy,18.56,48.57,54.96,Barley
loamy,20.01,31.21,46.74,Barley
loamy,20.22,45.88,31.75,Barley
loamy,17.29,44.69,55.03,Barley
loamy,21.45,49.21,32.91,Barley
loamy,17.32,33.79,45.79,Barley
loamy,17.7,48.95,46.75,Barley
loamy,19.46,45.33,47.3,Barley
loamy,19.03,38.54,33.12,Barley
loamy,17.5,40.09,49.73,Barley
loamy,21.34,48.05,46.5,Barley
loamy,20.45,38.25,49.0,Barley
loamy,18.08,41.26,36.42,Barley
loamy,15.6,39.05,58.79,Barley
loamy,19.26,49.66,47.87,Barley
loamy,21.93,36.04,39.01,Barley
loamy,14.15,36.3,53.15,Barley
loamy,21.19,40.23,47.12,Barley
loamy,12.94,39.21,34.68,Barley
loamy,15.67,41.64,36.99,Barley
loamy,12.92,38.0,57.54,Barley
loamy,19.24,45.86,35.19,Barley
loamy,17.95,36.01,51.92,Barley
loamy,12.78,31.12,53.13,Barley
loamy,20.8,38.69,57.91,Barley
loamy,20.7,34.53,49.58,Barley
loamy,18.34,42.64,31.62,Barley
loamy,15.19,41.3,39.8,Barley
loamy,13.53,43.47,59.92,Barley
loamy,19.53,41.51,32.7,Barley
loamy,14.9,37.89,33.97,Barley
loamy,16.76,44.91,46.44,Barley
loamy,12.85,40.04,53.21,Barley
loamy,19.62,39.62,35.94,Barley
loamy,18.52,33.92,48.48,Barley
loamy,14.42,35.33,42.9,Barley
loamy,13.13,38.27,40.96,Barley
loamy,15.21,41.88,30.73,Barley
loamy,13.69,36.99,54.65,Barley
loamy,18.23,38.81,57.73,Barley
loamy,14.0,37.48,52.73,Barley
loamy,13.12,31.09,58.47,Barley
loamy,20.69,46.4,30.41,Barley
loamy,15.05,39.42,39.96,Barley
loamy,14.04,40.47,37.76,Barley
loamy,18.23,49.85,50.85,Barley
loamy,15.77,48.12,45.8,Barley
loamy,13.7,35.68,53.68,Barley
loamy,12.53,43.1,30.25,Barley
loamy,18.6,43.26,57.39,Barley
loamy,20.64,30.38,56.02,Barley
loamy,14.31,37.61,59.3,Barley
loamy,21.04,39.69,47.91,Barley
loamy,13.86,40.01,43.74,Barley
loamy,12.4,48.45,39.15,Barley
loamy,15.93,33.14,40.4,Barley
loamy,15.55,36.05,59.88,Barley
loamy,20.12,42.52,56.36,Barley
loamy,21.44,48.98,36.77,Barley
loamy,20.97,43.14,32.63,Barley
loamy,17.21,43.56,56.18,Barley
loamy,16.17,41.46,42.79,Barley
loamy,21.1,36.59,46.27,Barley
loamy,18.52,41.62,50.52,Barley
loamy,20.63,36.18,51.15,Barley
loamy,16.3,48.18,53.1,Barley
loamy,15.17,41.15,58.46,Barley
loamy,13.84,46.79,34.37,Barley
loamy,19.65,47.6,42.42,Barley
black,28.03,44.91,62.87,Millets
black,26.52,33.76,35.26,Millets
sandy,32.62,42.24,40.67,Millets
sandy,30.96,34.62,31.04,Millets
sandy,31.88,39.53,50.09,Millets
black,32.12,37.48,64.09,Millets
black,29.74,33.28,39.05,Millets
black,32.65,30.3,40.79,Millets
black,27.23,43.43,38.11,Millets
sandy,25.66,48.54,69.43,Millets
black,31.88,47.34,65.5,Millets
black,29.05,30.84,59.41,Millets
black,32.2,37.88,67.57,Millets
sandy,30.21,39.03,63.08,Millets
sandy,33.78,34.91,51.51,Millets
sandy,30.58,40.32,55.23,Millets
sandy,26.9,38.79,65.38,Millets
black,29.61,38.45,54.53,Millets
sandy,31.9,48.07,48.54,Millets
black,25.9,40.01,37.19,Millets
sandy,28.93,36.47,31.0,Millets
black,30.9,44.25,38.08,Millets
black,25.9,36.48,55.94,Millets
sandy,32.18,32.47,34.57,Millets
black,31.34,31.71,58.29,Millets
sandy,28.79,37.61,60.73,Millets
black,30.65,43.19,36.0,Millets
sandy,26.79,44.24,46.78,Millets
black,32.3,49.22,41.55,Millets
sandy,26.18,32.63,38.11,Millets
black,25.12,39.95,49.95,Millets
sandy,31.08,39.87,38.67,Millets
black,29.54,38.84,54.05,Millets
sandy,27.45,40.95,54.79,Millets
sandy,25.49,32.97,56.13,Millets
sandy,26.45,30.65,53.12,Millets
black,28.31,31.75,34.36,Millets
sandy,26.61,35.69,56.44,Millets
sandy,34.66,44.99,44.41,Millets
sandy,25.93,35.99,44.74,Millets
black,33.2,45.17,63.73,Millets
sandy,27.93,32.69,57.78,Millets
black,28.29,38.28,38.39,Millets
sandy,31.12,32.19,59.19,Millets
sandy,29.84,43.77,67.36,Millets
black,29.27,46.96,40.39,Millets
black,34.27,42.29,49.86,Millets
black,29.93,33.6,54.38,Millets
black,34.79,30.03,30.96,Millets
sandy,32.37,34.15,54.61,Millets
black,29.14,36.68,52.42,Millets
sandy,25.11,34.02,41.27,Millets
sandy,28.08,40.13,42.96,Millets
sandy,26.14,36.67,45.84,Millets
sandy,33.32,33.88,63.35,Millets
black,34.16,45.95,55.83,Millets
black,26.55,39.21,64.61,Millets
black,29.62,46.28,67.11,Millets
sandy,33.35,35.99,59.0,Millets
black,30.55,30.37,53.1,Millets
black,33.0,47.76,44.14,Millets
sandy,27.8,30.62,69.34,Millets
sandy,30.71,37.79,53.81,Millets
black,32.05,36.29,31.27,Millets
black,25.87,47.54,44.86,Millets
black,27.16,36.05,34.49,Millets
sandy,32.78,48.27,47.75,Millets
sandy,32.99,48.1,36.16,Millets
black,34.24,44.65,50.95,Millets
black,26.43,47.44,62.89,Millets
sandy,27.05,30.73,45.5,Millets
sandy,25.04,48.65,57.48,Millets
sandy,28.33,47.78,34.12,Millets
black,25.22,45.17,55.55,Millets
sandy,28.21,33.85,41.07,Millets
black,32.73,43.42,40.91,Millets
sandy,27.74,30.31,54.92,Millets
sandy,27.07,37.01,42.74,Millets
sandy,34.43,46.08,52.96,Millets
sandy,25.71,42.27,43.55,Millets
black,25.51,30.58,66.13,Millets
sandy,26.06,31.08,47.06,Millets
sandy,32.05,47.83,55.18,Millets
black,31.16,36.25,62.7,Millets
sandy,34.74,45.11,48.63,Millets
sandy,25.93,46.05,57.94,Millets
sandy,29.56,43.69,58.41,Millets
black,29.71,48.95,35.75,Millets
black,34.13,37.84,57.98,Millets
black,32.89,47.65,48.13,Millets
sandy,25.65,32.26,49.15,Millets
sandy,27.82,36.97,52.99,Millets
sandy,29.06,44.29,34.28,Millets
sandy,32.92,40.65,46.03,Millets
black,27.39,34.87,36.36,Millets
black,28.84,36.81,62.56,Millets
black,32.84,38.71,61.49,Millets
sandy,26.73,43.39,59.57,Millets
black,26.14,41.92,43.02,Millets
sandy,33.22,33.52,68.24,Millets
sandy,30.98,43.71,53.86,Millets
black,28.27,42.9,32.46,Millets
sandy,33.17,47.75,66.13,Millets
sandy,32.57,43.22,48.12,Millets
black,28.9,41.56,37.83,Millets
black,28.0,45.89,57.18,Millets
black,32.18,48.3,69.61,Millets
sandy,31.11,40.21,63.91,Millets
black,25.62,48.02,68.72,Millets
sandy,32.03,46.42,44.37,Millets
black,33.66,34.7,58.09,Millets
black,31.25,44.24,46.24,Millets
black,30.45,43.25,48.99,Millets
sandy,30.55,46.87,44.41,Millets
black,26.54,49.95,56.8,Millets
sandy,25.12,42.97,35.76,Millets
black,31.58,49.5,35.43,Millets
sandy,31.42,38.32,48.24,Millets
black,31.23,39.09,46.96,Millets
black,28.85,34.51,46.99,Millets
sandy,30.78,46.94,39.47,Millets
black,29.11,40.92,44.68,Millets
sandy,30.68,44.1,34.53,Millets
black,34.62,31.6,59.21,Millets
black,29.65,31.56,65.6,Millets
sandy,27.45,42.61,56.55,Millets
sandy,31.84,40.78,53.19,Millets
sandy,34.04,40.7,30.43,Millets
black,30.13,39.38,59.35,Millets
black,28.53,49.56,41.78,Millets
sandy,25.35,48.46,59.98,Millets
black,25.61,39.46,36.76,Millets
sandy,31.56,35.84,59.5,Millets
sandy,27.87,31.65,50.22,Millets
black,27.52,42.32,41.01,Millets
black,25.14,32.23,36.98,Millets
sandy,31.59,37.4,37.02,Millets
sandy,29.85,45.99,64.48,Millets
black,34.84,49.35,53.82,Millets
sandy,33.38,45.06,46.52,Millets
black,27.38,38.8,55.5,Millets
sandy,30.78,46.84,32.17,Millets
black,32.55,32.32,36.7,Millets
black,29.76,39.53,67.93,Millets
sandy,28.8,44.11,48.98,Millets
sandy,30.3,38.69,41.55,Millets
black,28.82,36.31,51.21,Millets
sandy,25.97,40.63,44.15,Millets
black,31.1,43.04,40.9,Millets
black,27.67,31.97,56.17,Millets
clay,27.69,86.88,186.27,Coconut
alluvial,28.16,86.94,298.98,Coconut
clay,28.38,86.82,274.75,Coconut
alluvial,27.29,83.13,252.82,Coconut
clay,25.76,77.08,178.96,Coconut
